map_name,x,y,tile_type,walkable,ledge_direction
PALLET_TOWN,4,12,path,True,
PALLET_TOWN,5,12,path,True,
PALLET_TOWN,4,13,path,True,
PALLET_TOWN,5,13,path,True,
PALLET_TOWN,6,12,path,True,
PALLET_TOWN,7,12,path,True,
PALLET_TOWN,6,13,path,True,
PALLET_TOWN,7,13,path,True,
PALLET_TOWN,8,12,path,True,
PALLET_TOWN,9,12,path,True,
PALLET_TOWN,8,13,path,True,
PALLET_TOWN,9,13,path,True,
PALLET_TOWN,10,12,path,True,
PALLET_TOWN,11,12,path,True,
PALLET_TOWN,10,13,wall,False,
PALLET_TOWN,11,13,wall,False,
PALLET_TOWN,12,12,path,True,
PALLET_TOWN,13,12,path,True,
PALLET_TOWN,12,13,wall,False,
PALLET_TOWN,13,13,wall,False,
PALLET_TOWN,14,12,path,True,
PALLET_TOWN,15,12,path,True,
PALLET_TOWN,14,13,wall,False,
PALLET_TOWN,15,13,wall,False,
PALLET_TOWN,16,12,path,True,
PALLET_TOWN,17,12,path,True,
PALLET_TOWN,16,13,path,True,
PALLET_TOWN,17,13,path,True,
PALLET_TOWN,18,12,path,True,
PALLET_TOWN,19,12,wall,False,
PALLET_TOWN,18,13,path,True,
PALLET_TOWN,19,13,wall,False,
PALLET_TOWN,0,14,wall,False,
PALLET_TOWN,1,14,path,True,
PALLET_TOWN,0,15,wall,False,
PALLET_TOWN,1,15,path,True,
PALLET_TOWN,2,14,path,True,
PALLET_TOWN,3,14,path,True,
PALLET_TOWN,2,15,path,True,
PALLET_TOWN,3,15,path,True,
PALLET_TOWN,4,14,wall,False,
PALLET_TOWN,5,14,wall,False,
PALLET_TOWN,4,15,wall,False,
PALLET_TOWN,5,15,wall,False,
PALLET_TOWN,6,14,wall,False,
PALLET_TOWN,7,14,wall,False,
PALLET_TOWN,6,15,wall,False,
PALLET_TOWN,7,15,wall,False,
PALLET_TOWN,8,14,path,True,
PALLET_TOWN,9,14,path,True,
PALLET_TOWN,8,15,path,True,
PALLET_TOWN,9,15,path,True,
PALLET_TOWN,10,14,path,True,
PALLET_TOWN,11,14,path,True,
PALLET_TOWN,10,15,path,True,
PALLET_TOWN,11,15,path,True,
PALLET_TOWN,12,14,path,True,
PALLET_TOWN,13,14,path,True,
PALLET_TOWN,12,15,path,True,
PALLET_TOWN,13,15,path,True,
PALLET_TOWN,14,14,path,True,
PALLET_TOWN,15,14,path,True,
PALLET_TOWN,14,15,path,True,
PALLET_TOWN,15,15,path,True,
PALLET_TOWN,16,14,path,True,
PALLET_TOWN,17,14,path,True,
PALLET_TOWN,16,15,path,True,
PALLET_TOWN,17,15,path,True,
PALLET_TOWN,18,14,path,True,
PALLET_TOWN,19,14,wall,False,
PALLET_TOWN,18,15,path,True,
PALLET_TOWN,19,15,wall,False,
PALLET_TOWN,0,16,wall,False,
PALLET_TOWN,1,16,path,True,
PALLET_TOWN,0,17,wall,False,
PALLET_TOWN,1,17,wall,False,
PALLET_TOWN,2,16,path,True,
PALLET_TOWN,3,16,path,True,
PALLET_TOWN,2,17,path,True,
PALLET_TOWN,3,17,path,True,
PALLET_TOWN,4,16,wall,False,
PALLET_TOWN,5,16,wall,False,
PALLET_TOWN,4,17,wall,False,
PALLET_TOWN,5,17,wall,False,
PALLET_TOWN,6,16,wall,False,
PALLET_TOWN,7,16,wall,False,
PALLET_TOWN,6,17,wall,False,
PALLET_TOWN,7,17,wall,False,
PALLET_TOWN,8,16,path,True,
PALLET_TOWN,9,16,path,True,
PALLET_TOWN,8,17,wall,False,
PALLET_TOWN,9,17,wall,False,
PALLET_TOWN,10,16,path,True,
PALLET_TOWN,11,16,path,True,
PALLET_TOWN,10,17,wall,False,
PALLET_TOWN,11,17,wall,False,
PALLET_TOWN,12,16,path,True,
PALLET_TOWN,13,16,path,True,
PALLET_TOWN,12,17,wall,False,
PALLET_TOWN,13,17,wall,False,
PALLET_TOWN,14,16,path,True,
PALLET_TOWN,15,16,path,True,
PALLET_TOWN,14,17,wall,False,
PALLET_TOWN,15,17,wall,False,
PALLET_TOWN,16,16,path,True,
PALLET_TOWN,17,16,path,True,
PALLET_TOWN,16,17,wall,False,
PALLET_TOWN,17,17,wall,False,
PALLET_TOWN,18,16,path,True,
PALLET_TOWN,19,16,wall,False,
PALLET_TOWN,18,17,wall,False,
PALLET_TOWN,19,17,wall,False,
VIRIDIAN_CITY,0,0,wall,False,
VIRIDIAN_CITY,1,0,wall,False,
VIRIDIAN_CITY,0,1,wall,False,
VIRIDIAN_CITY,1,1,wall,False,
VIRIDIAN_CITY,2,0,wall,False,
VIRIDIAN_CITY,3,0,wall,False,
VIRIDIAN_CITY,2,1,wall,False,
VIRIDIAN_CITY,3,1,wall,False,
VIRIDIAN_CITY,4,0,wall,False,
VIRIDIAN_CITY,5,0,wall,False,
VIRIDIAN_CITY,4,1,wall,False,
VIRIDIAN_CITY,5,1,wall,False,
VIRIDIAN_CITY,6,0,wall,False,
VIRIDIAN_CITY,7,0,wall,False,
VIRIDIAN_CITY,6,1,wall,False,
VIRIDIAN_CITY,7,1,wall,False,
VIRIDIAN_CITY,8,0,wall,False,
VIRIDIAN_CITY,9,0,wall,False,
VIRIDIAN_CITY,8,1,wall,False,
VIRIDIAN_CITY,9,1,wall,False,
VIRIDIAN_CITY,10,0,wall,False,
VIRIDIAN_CITY,11,0,wall,False,
VIRIDIAN_CITY,10,1,wall,False,
VIRIDIAN_CITY,11,1,wall,False,
VIRIDIAN_CITY,12,0,wall,False,
VIRIDIAN_CITY,13,0,wall,False,
VIRIDIAN_CITY,12,1,wall,False,
VIRIDIAN_CITY,13,1,wall,False,
VIRIDIAN_CITY,14,0,wall,False,
VIRIDIAN_CITY,15,0,wall,False,
VIRIDIAN_CITY,14,1,wall,False,
VIRIDIAN_CITY,15,1,wall,False,
VIRIDIAN_CITY,16,0,wall,False,
VIRIDIAN_CITY,17,0,path,True,
VIRIDIAN_CITY,16,1,wall,False,
VIRIDIAN_CITY,17,1,path,True,
VIRIDIAN_CITY,18,0,path,True,
VIRIDIAN_CITY,19,0,path,True,
VIRIDIAN_CITY,18,1,path,True,
VIRIDIAN_CITY,19,1,wall,False,
VIRIDIAN_CITY,20,0,wall,False,
VIRIDIAN_CITY,21,0,wall,False,
VIRIDIAN_CITY,20,1,wall,False,
VIRIDIAN_CITY,21,1,wall,False,
VIRIDIAN_CITY,22,0,wall,False,
VIRIDIAN_CITY,23,0,wall,False,
VIRIDIAN_CITY,22,1,wall,False,
VIRIDIAN_CITY,23,1,wall,False,
VIRIDIAN_CITY,24,0,wall,False,
VIRIDIAN_CITY,25,0,wall,False,
VIRIDIAN_CITY,24,1,wall,False,
VIRIDIAN_CITY,25,1,wall,False,
VIRIDIAN_CITY,26,0,wall,False,
VIRIDIAN_CITY,27,0,wall,False,
VIRIDIAN_CITY,26,1,wall,False,
VIRIDIAN_CITY,27,1,wall,False,
VIRIDIAN_CITY,28,0,wall,False,
VIRIDIAN_CITY,29,0,wall,False,
VIRIDIAN_CITY,28,1,wall,False,
VIRIDIAN_CITY,29,1,wall,False,
VIRIDIAN_CITY,30,0,wall,False,
VIRIDIAN_CITY,31,0,wall,False,
VIRIDIAN_CITY,30,1,wall,False,
VIRIDIAN_CITY,31,1,wall,False,
VIRIDIAN_CITY,32,0,wall,False,
VIRIDIAN_CITY,33,0,wall,False,
VIRIDIAN_CITY,32,1,wall,False,
VIRIDIAN_CITY,33,1,wall,False,
VIRIDIAN_CITY,34,0,wall,False,
VIRIDIAN_CITY,35,0,wall,False,
VIRIDIAN_CITY,34,1,wall,False,
VIRIDIAN_CITY,35,1,wall,False,
VIRIDIAN_CITY,36,0,wall,False,
VIRIDIAN_CITY,37,0,wall,False,
VIRIDIAN_CITY,36,1,wall,False,
VIRIDIAN_CITY,37,1,wall,False,
VIRIDIAN_CITY,38,0,wall,False,
VIRIDIAN_CITY,39,0,wall,False,
VIRIDIAN_CITY,38,1,wall,False,
VIRIDIAN_CITY,39,1,wall,False,
VIRIDIAN_CITY,0,2,wall,False,
VIRIDIAN_CITY,1,2,wall,False,
VIRIDIAN_CITY,0,3,wall,False,
VIRIDIAN_CITY,1,3,wall,False,
VIRIDIAN_CITY,2,2,wall,False,
VIRIDIAN_CITY,3,2,wall,False,
VIRIDIAN_CITY,2,3,wall,False,
VIRIDIAN_CITY,3,3,wall,False,
VIRIDIAN_CITY,4,2,wall,False,
VIRIDIAN_CITY,5,2,wall,False,
VIRIDIAN_CITY,4,3,wall,False,
VIRIDIAN_CITY,5,3,wall,False,
VIRIDIAN_CITY,6,2,wall,False,
VIRIDIAN_CITY,7,2,wall,False,
VIRIDIAN_CITY,6,3,wall,False,
VIRIDIAN_CITY,7,3,wall,False,
VIRIDIAN_CITY,8,2,wall,False,
VIRIDIAN_CITY,9,2,wall,False,
VIRIDIAN_CITY,8,3,wall,False,
VIRIDIAN_CITY,9,3,wall,False,
VIRIDIAN_CITY,10,2,wall,False,
VIRIDIAN_CITY,11,2,wall,False,
VIRIDIAN_CITY,10,3,wall,False,
VIRIDIAN_CITY,11,3,wall,False,
VIRIDIAN_CITY,12,2,wall,False,
VIRIDIAN_CITY,13,2,wall,False,
VIRIDIAN_CITY,12,3,wall,False,
VIRIDIAN_CITY,13,3,wall,False,
VIRIDIAN_CITY,14,2,wall,False,
VIRIDIAN_CITY,15,2,wall,False,
VIRIDIAN_CITY,14,3,wall,False,
VIRIDIAN_CITY,15,3,wall,False,
VIRIDIAN_CITY,16,2,wall,False,
VIRIDIAN_CITY,17,2,path,True,
VIRIDIAN_CITY,16,3,wall,False,
VIRIDIAN_CITY,17,3,path,True,
VIRIDIAN_CITY,18,2,path,True,
VIRIDIAN_CITY,19,2,path,True,
VIRIDIAN_CITY,18,3,path,True,
VIRIDIAN_CITY,19,3,path,True,
VIRIDIAN_CITY,20,2,wall,False,
VIRIDIAN_CITY,21,2,wall,False,
VIRIDIAN_CITY,20,3,wall,False,
VIRIDIAN_CITY,21,3,wall,False,
VIRIDIAN_CITY,22,2,wall,False,
VIRIDIAN_CITY,23,2,wall,False,
VIRIDIAN_CITY,22,3,wall,False,
VIRIDIAN_CITY,23,3,wall,False,
VIRIDIAN_CITY,24,2,path,True,
VIRIDIAN_CITY,25,2,path,True,
VIRIDIAN_CITY,24,3,path,True,
VIRIDIAN_CITY,25,3,path,True,
VIRIDIAN_CITY,26,2,path,True,
VIRIDIAN_CITY,27,2,path,True,
VIRIDIAN_CITY,26,3,path,True,
VIRIDIAN_CITY,27,3,path,True,
VIRIDIAN_CITY,28,2,path,True,
VIRIDIAN_CITY,29,2,path,True,
VIRIDIAN_CITY,28,3,path,True,
VIRIDIAN_CITY,29,3,path,True,
VIRIDIAN_CITY,30,2,path,True,
VIRIDIAN_CITY,31,2,path,True,
VIRIDIAN_CITY,30,3,path,True,
VIRIDIAN_CITY,31,3,path,True,
VIRIDIAN_CITY,32,2,path,True,
VIRIDIAN_CITY,33,2,path,True,
VIRIDIAN_CITY,32,3,path,True,
VIRIDIAN_CITY,33,3,path,True,
VIRIDIAN_CITY,34,2,path,True,
VIRIDIAN_CITY,35,2,path,True,
VIRIDIAN_CITY,34,3,path,True,
VIRIDIAN_CITY,35,3,path,True,
VIRIDIAN_CITY,36,2,wall,False,
VIRIDIAN_CITY,37,2,wall,False,
VIRIDIAN_CITY,36,3,wall,False,
VIRIDIAN_CITY,37,3,wall,False,
VIRIDIAN_CITY,38,2,wall,False,
VIRIDIAN_CITY,39,2,wall,False,
VIRIDIAN_CITY,38,3,wall,False,
VIRIDIAN_CITY,39,3,wall,False,
VIRIDIAN_CITY,0,4,wall,False,
VIRIDIAN_CITY,1,4,wall,False,
VIRIDIAN_CITY,0,5,wall,False,
VIRIDIAN_CITY,1,5,wall,False,
VIRIDIAN_CITY,2,4,wall,False,
VIRIDIAN_CITY,3,4,wall,False,
VIRIDIAN_CITY,2,5,wall,False,
VIRIDIAN_CITY,3,5,wall,False,
VIRIDIAN_CITY,4,4,wall,False,
VIRIDIAN_CITY,5,4,wall,False,
VIRIDIAN_CITY,4,5,wall,False,
VIRIDIAN_CITY,5,5,wall,False,
VIRIDIAN_CITY,6,4,path,True,
VIRIDIAN_CITY,7,4,path,True,
VIRIDIAN_CITY,6,5,path,True,
VIRIDIAN_CITY,7,5,path,True,
VIRIDIAN_CITY,8,4,path,True,
VIRIDIAN_CITY,9,4,path,True,
VIRIDIAN_CITY,8,5,wall,False,
VIRIDIAN_CITY,9,5,wall,False,
VIRIDIAN_CITY,10,4,path,True,
VIRIDIAN_CITY,11,4,path,True,
VIRIDIAN_CITY,10,5,wall,False,
VIRIDIAN_CITY,11,5,wall,False,
VIRIDIAN_CITY,12,4,path,True,
VIRIDIAN_CITY,13,4,path,True,
VIRIDIAN_CITY,12,5,wall,False,
VIRIDIAN_CITY,13,5,wall,False,
VIRIDIAN_CITY,14,4,wall,False,
VIRIDIAN_CITY,15,4,path,True,
VIRIDIAN_CITY,14,5,wall,False,
VIRIDIAN_CITY,15,5,wall,False,
VIRIDIAN_CITY,16,4,path,True,
VIRIDIAN_CITY,17,4,path,True,
VIRIDIAN_CITY,16,5,path,True,
VIRIDIAN_CITY,17,5,path,True,
VIRIDIAN_CITY,18,4,path,True,
VIRIDIAN_CITY,19,4,path,True,
VIRIDIAN_CITY,18,5,path,True,
VIRIDIAN_CITY,19,5,path,True,
VIRIDIAN_CITY,20,4,path,True,
VIRIDIAN_CITY,21,4,path,True,
VIRIDIAN_CITY,20,5,path,True,
VIRIDIAN_CITY,21,5,path,True,
VIRIDIAN_CITY,22,4,path,True,
VIRIDIAN_CITY,23,4,path,True,
VIRIDIAN_CITY,22,5,path,True,
VIRIDIAN_CITY,23,5,path,True,
VIRIDIAN_CITY,24,4,path,True,
VIRIDIAN_CITY,25,4,path,True,
VIRIDIAN_CITY,24,5,path,True,
VIRIDIAN_CITY,25,5,path,True,
VIRIDIAN_CITY,26,4,path,True,
VIRIDIAN_CITY,27,4,path,True,
VIRIDIAN_CITY,26,5,path,True,
VIRIDIAN_CITY,27,5,path,True,
VIRIDIAN_CITY,28,4,wall,False,
VIRIDIAN_CITY,29,4,wall,False,
VIRIDIAN_CITY,28,5,wall,False,
VIRIDIAN_CITY,29,5,wall,False,
VIRIDIAN_CITY,30,4,wall,False,
VIRIDIAN_CITY,31,4,wall,False,
VIRIDIAN_CITY,30,5,wall,False,
VIRIDIAN_CITY,31,5,wall,False,
VIRIDIAN_CITY,32,4,wall,False,
VIRIDIAN_CITY,33,4,wall,False,
VIRIDIAN_CITY,32,5,wall,False,
VIRIDIAN_CITY,33,5,wall,False,
VIRIDIAN_CITY,34,4,path,True,
VIRIDIAN_CITY,35,4,path,True,
VIRIDIAN_CITY,34,5,path,True,
VIRIDIAN_CITY,35,5,path,True,
VIRIDIAN_CITY,36,4,wall,False,
VIRIDIAN_CITY,37,4,wall,False,
VIRIDIAN_CITY,36,5,wall,False,
VIRIDIAN_CITY,37,5,wall,False,
VIRIDIAN_CITY,38,4,wall,False,
VIRIDIAN_CITY,39,4,wall,False,
VIRIDIAN_CITY,38,5,wall,False,
VIRIDIAN_CITY,39,5,wall,False,
VIRIDIAN_CITY,0,6,wall,False,
VIRIDIAN_CITY,1,6,wall,False,
VIRIDIAN_CITY,0,7,wall,False,
VIRIDIAN_CITY,1,7,wall,False,
VIRIDIAN_CITY,2,6,wall,False,
VIRIDIAN_CITY,3,6,wall,False,
VIRIDIAN_CITY,2,7,wall,False,
VIRIDIAN_CITY,3,7,wall,False,
VIRIDIAN_CITY,4,6,wall,False,
VIRIDIAN_CITY,5,6,wall,False,
VIRIDIAN_CITY,4,7,wall,False,
VIRIDIAN_CITY,5,7,wall,False,
VIRIDIAN_CITY,6,6,path,True,
VIRIDIAN_CITY,7,6,wall,False,
VIRIDIAN_CITY,6,7,path,True,
VIRIDIAN_CITY,7,7,wall,False,
VIRIDIAN_CITY,8,6,wall,False,
VIRIDIAN_CITY,9,6,wall,False,
VIRIDIAN_CITY,8,7,wall,False,
VIRIDIAN_CITY,9,7,wall,False,
VIRIDIAN_CITY,10,6,wall,False,
VIRIDIAN_CITY,11,6,wall,False,
VIRIDIAN_CITY,10,7,wall,False,
VIRIDIAN_CITY,11,7,wall,False,
VIRIDIAN_CITY,12,6,wall,False,
VIRIDIAN_CITY,13,6,wall,False,
VIRIDIAN_CITY,12,7,wall,False,
VIRIDIAN_CITY,13,7,wall,False,
VIRIDIAN_CITY,14,6,wall,False,
VIRIDIAN_CITY,15,6,wall,False,
VIRIDIAN_CITY,14,7,wall,False,
VIRIDIAN_CITY,15,7,wall,False,
VIRIDIAN_CITY,16,6,wall,False,
VIRIDIAN_CITY,17,6,path,True,
VIRIDIAN_CITY,16,7,wall,False,
VIRIDIAN_CITY,17,7,path,True,
VIRIDIAN_CITY,18,6,path,True,
VIRIDIAN_CITY,19,6,path,True,
VIRIDIAN_CITY,18,7,path,True,
VIRIDIAN_CITY,19,7,path,True,
VIRIDIAN_CITY,20,6,wall,False,
VIRIDIAN_CITY,21,6,path,True,
VIRIDIAN_CITY,20,7,wall,False,
VIRIDIAN_CITY,21,7,path,True,
VIRIDIAN_CITY,22,6,path,True,
VIRIDIAN_CITY,23,6,path,True,
VIRIDIAN_CITY,22,7,path,True,
VIRIDIAN_CITY,23,7,path,True,
VIRIDIAN_CITY,24,6,path,True,
VIRIDIAN_CITY,25,6,path,True,
VIRIDIAN_CITY,24,7,path,True,
VIRIDIAN_CITY,25,7,path,True,
VIRIDIAN_CITY,26,6,path,True,
VIRIDIAN_CITY,27,6,path,True,
VIRIDIAN_CITY,26,7,path,True,
VIRIDIAN_CITY,27,7,wall,False,
VIRIDIAN_CITY,28,6,wall,False,
VIRIDIAN_CITY,29,6,wall,False,
VIRIDIAN_CITY,28,7,wall,False,
VIRIDIAN_CITY,29,7,wall,False,
VIRIDIAN_CITY,30,6,wall,False,
VIRIDIAN_CITY,31,6,wall,False,
VIRIDIAN_CITY,30,7,wall,False,
VIRIDIAN_CITY,31,7,wall,False,
VIRIDIAN_CITY,32,6,wall,False,
VIRIDIAN_CITY,33,6,wall,False,
VIRIDIAN_CITY,32,7,path,True,
