trainer,pkmn_id,map,nearest_route,pokemon,moves,game_stage,notes,pkmn_level
ViridianForest_Bug_Catcher_3,ViridianForest_Bug_Catcher_3_Caterpie_1,ViridianForest,ViridianForest,Caterpie,String Shot,Badge_1,,6
ViridianForest_Bug_Catcher_3,ViridianForest_Bug_Catcher_3_Metapod_2,ViridianForest,ViridianForest,Metapod,Tackle,Badge_1,,6
ViridianForest_Bug_Catcher_3,ViridianForest_Bug_Catcher_3_Metapod_2,ViridianForest,ViridianForest,Metapod,Harden,Badge_1,,6
ViridianForest_Bug_Catcher_3,ViridianForest_Bug_Catcher_3_Metapod_2,ViridianForest,ViridianForest,Metapod,String Shot,Badge_1,,6
PewterCity_Jr_Trainer_1,PewterCity_Jr_Trainer_1_Jigglypuff_1,PewterCity,ViridianForest,Jigglypuff,Sing,Badge_1,,9
PewterCity_Jr_Trainer_1,PewterCity_Jr_Trainer_1_Jigglypuff_1,PewterCity,ViridianForest,Jigglypuff,Pound,Badge_1,,9
PewterCity_Jr_Trainer_1,PewterCity_Jr_Trainer_1_Jigglypuff_1,PewterCity,ViridianForest,Jigglypuff,Defense Curl,Badge_1,,9
PewterCity_Jr_Trainer_1,PewterCity_Jr_Trainer_1_Sandshrew_2,PewterCity,ViridianForest,Sandshrew,Scratch,Badge_1,,9
PewterCity_Jr_Trainer_1,PewterCity_Jr_Trainer_1_Sandshrew_2,PewterCity,ViridianForest,Sandshrew,Poison Sting,Badge_1,,9
PewterCity_Jr_Trainer_1,PewterCity_Jr_Trainer_1_Sandshrew_2,PewterCity,ViridianForest,Sandshrew,Fury Swipes,Badge_1,,9
Route3_Lass_1,Route3_Lass_1_Pidgey_1,Route3,Route3,Pidgey,Gust,Badge_2,,9
Route3_Lass_1,Route3_Lass_1_Pidgey_1,Route3,Route3,Pidgey,Sand Attack,Badge_2,,9
Route3_Lass_1,Route3_Lass_1_Pidgey_2,Route3,Route3,Pidgey,Gust,Badge_2,,9
Route3_Lass_1,Route3_Lass_1_Pidgey_2,Route3,Route3,Pidgey,Sand Attack,Badge_2,,9
Route3_Bug_Catcher_2,Route3_Bug_Catcher_2_Weedle_1,Route3,Route3,Weedle,Poison Sting,Badge_2,,9
Route3_Bug_Catcher_2,Route3_Bug_Catcher_2_Weedle_1,Route3,Route3,Weedle,String Shot,Badge_2,,9
Route3_Bug_Catcher_2,Route3_Bug_Catcher_2_Kakuna_2,Route3,Route3,Kakuna,Poison Sting,Badge_2,,9
Route3_Bug_Catcher_2,Route3_Bug_Catcher_2_Kakuna_2,Route3,Route3,Kakuna,String Shot,Badge_2,,9
Route3_Bug_Catcher_2,Route3_Bug_Catcher_2_Kakuna_2,Route3,Route3,Kakuna,Harden,Badge_2,,9
Route3_Bug_Catcher_2,Route3_Bug_Catcher_2_Caterpie_3,Route3,Route3,Caterpie,Tackle,Badge_2,,9
Route3_Bug_Catcher_2,Route3_Bug_Catcher_2_Caterpie_3,Route3,Route3,Caterpie,String Shot,Badge_2,,9
Route3_Bug_Catcher_2,Route3_Bug_Catcher_2_Metapod_4,Route3,Route3,Metapod,Tackle,Badge_2,,9
Route3_Bug_Catcher_2,Route3_Bug_Catcher_2_Metapod_4,Route3,Route3,Metapod,Harden,Badge_2,,9
Route3_Bug_Catcher_2,Route3_Bug_Catcher_2_Metapod_4,Route3,Route3,Metapod,String Shot,Badge_2,,9
Route3_Youngster_2,Route3_Youngster_2_Spearow_1,Route3,Route3,Spearow,Growl,Badge_2,,14
Route3_Youngster_2,Route3_Youngster_2_Spearow_1,Route3,Route3,Spearow,Leer,Badge_2,,14
Route3_Youngster_2,Route3_Youngster_2_Spearow_1,Route3,Route3,Spearow,Fury Attack,Badge_2,,14
Route3_Youngster_2,Route3_Youngster_2_Spearow_1,Route3,Route3,Spearow,Focus Energy,Badge_2,,14
Route3_Lass_3,Route3_Lass_3_Jigglypuff_1,Route3,Route3,Jigglypuff,Sing,Badge_2,,14
Route3_Lass_3,Route3_Lass_3_Jigglypuff_1,Route3,Route3,Jigglypuff,Pound,Badge_2,,14
Route3_Lass_3,Route3_Lass_3_Jigglypuff_1,Route3,Route3,Jigglypuff,Defense Curl,Badge_2,,14
Route3_Lass_3,Route3_Lass_3_Jigglypuff_1,Route3,Route3,Jigglypuff,Disable,Badge_2,,14
MtMoon1F_Lass_1,MtMoon1F_Lass_1_Cubone_1,MtMoon1F,MtMoon1F,Cubone,Growl,Badge_2,,14
MtMoon1F_Lass_1,MtMoon1F_Lass_1_Cubone_1,MtMoon1F,MtMoon1F,Cubone,Leer,Badge_2,,14
MtMoon1F_Lass_1,MtMoon1F_Lass_1_Cubone_1,MtMoon1F,MtMoon1F,Cubone,Bone Club,Badge_2,,14
MtMoon1F_Lass_1,MtMoon1F_Lass_1_Cubone_1,MtMoon1F,MtMoon1F,Cubone,Tail Whip,Badge_2,,14
MtMoon1F_Bug_Catcher_1,MtMoon1F_Bug_Catcher_1_Weedle_1,MtMoon1F,MtMoon1F,Weedle,Poison Sting,Badge_2,,10
MtMoon1F_Bug_Catcher_1,MtMoon1F_Bug_Catcher_1_Weedle_1,MtMoon1F,MtMoon1F,Weedle,String Shot,Badge_2,,10
MtMoon1F_Bug_Catcher_1,MtMoon1F_Bug_Catcher_1_Beedrill_2,MtMoon1F,MtMoon1F,Beedrill,String Shot,Badge_2,,10
MtMoon1F_Bug_Catcher_1,MtMoon1F_Bug_Catcher_1_Beedrill_2,MtMoon1F,MtMoon1F,Beedrill,Harden,Badge_2,,10
MtMoon1F_Bug_Catcher_1,MtMoon1F_Bug_Catcher_1_Beedrill_2,MtMoon1F,MtMoon1F,Beedrill,Poison Sting,Badge_2,,10
MtMoon1F_Bug_Catcher_1,MtMoon1F_Bug_Catcher_1_Beedrill_2,MtMoon1F,MtMoon1F,Beedrill,Pin Missile,Badge_2,,10
MtMoon1F_Super_Nerd_1,MtMoon1F_Super_Nerd_1_Shellder_1,MtMoon1F,MtMoon1F,Shellder,Tackle,Badge_2,,11
MtMoon1F_Super_Nerd_1,MtMoon1F_Super_Nerd_1_Shellder_1,MtMoon1F,MtMoon1F,Shellder,Withdraw,Badge_2,,11
MtMoon1F_Super_Nerd_1,MtMoon1F_Super_Nerd_1_Shellder_1,MtMoon1F,MtMoon1F,Shellder,Water Gun,Badge_2,,11
MtMoon1F_Super_Nerd_1,MtMoon1F_Super_Nerd_1_Ekans_2,MtMoon1F,MtMoon1F,Ekans,Leer,Badge_2,,11
MtMoon1F_Super_Nerd_1,MtMoon1F_Super_Nerd_1_Ekans_2,MtMoon1F,MtMoon1F,Ekans,Poison Sting,Badge_2,,11
MtMoon1F_Bug_Catcher_2,MtMoon1F_Bug_Catcher_2_Caterpie_1,MtMoon1F,MtMoon1F,Caterpie,Tackle,Badge_2,,10
MtMoon1F_Bug_Catcher_2,MtMoon1F_Bug_Catcher_2_Caterpie_1,MtMoon1F,MtMoon1F,Caterpie,String Shot,Badge_2,,10
MtMoon1F_Bug_Catcher_2,MtMoon1F_Bug_Catcher_2_Butterfree_2,MtMoon1F,MtMoon1F,Butterfree,Tackle,Badge_2,,10
MtMoon1F_Bug_Catcher_2,MtMoon1F_Bug_Catcher_2_Butterfree_2,MtMoon1F,MtMoon1F,Butterfree,Harden,Badge_2,,10
MtMoon1F_Bug_Catcher_2,MtMoon1F_Bug_Catcher_2_Butterfree_2,MtMoon1F,MtMoon1F,Butterfree,String Shot,Badge_2,,10
MtMoon1F_Bug_Catcher_2,MtMoon1F_Bug_Catcher_2_Butterfree_2,MtMoon1F,MtMoon1F,Butterfree,Confusion,Badge_2,,10
MtMoon1F_Lass_2,MtMoon1F_Lass_2_Oddish_1,MtMoon1F,MtMoon1F,Oddish,Tackle,Badge_2,,11
MtMoon1F_Lass_2,MtMoon1F_Lass_2_Oddish_1,MtMoon1F,MtMoon1F,Oddish,Poisonpowder,Badge_2,,11
MtMoon1F_Lass_2,MtMoon1F_Lass_2_Oddish_1,MtMoon1F,MtMoon1F,Oddish,Leech Seed,Badge_2,,11
MtMoon1F_Lass_2,MtMoon1F_Lass_2_Bellsprout_2,MtMoon1F,MtMoon1F,Bellsprout,Growth,Badge_2,,11
MtMoon1F_Lass_2,MtMoon1F_Lass_2_Bellsprout_2,MtMoon1F,MtMoon1F,Bellsprout,Vine Whip,Badge_2,,11
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Rattata_1,MtMoon1F,MtMoon1F,Rattata,Tackle,Badge_2,,10
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Rattata_1,MtMoon1F,MtMoon1F,Rattata,Tail Whip,Badge_2,,10
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Rattata_1,MtMoon1F,MtMoon1F,Rattata,Quick Attack,Badge_2,,10
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Rattata_1,MtMoon1F,MtMoon1F,Rattata,Bite,Badge_2,,10
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Sandshrew_2,MtMoon1F,MtMoon1F,Sandshrew,Scratch,Badge_2,,10
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Sandshrew_2,MtMoon1F,MtMoon1F,Sandshrew,Poison Sting,Badge_2,,10
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Sandshrew_2,MtMoon1F,MtMoon1F,Sandshrew,Fury Swipes,Badge_2,,10
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Sandshrew_2,MtMoon1F,MtMoon1F,Sandshrew,Sand Attack,Badge_2,,10
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Zubat_3,MtMoon1F,MtMoon1F,Zubat,Leech Life,Badge_2,,10
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Zubat_3,MtMoon1F,MtMoon1F,Zubat,Supersonic,Badge_2,,10
MtMoon1F_Youngster_1,MtMoon1F_Youngster_1_Zubat_3,MtMoon1F,MtMoon1F,Zubat,Gust,Badge_2,,10
MtMoon1F_Hiker_1,MtMoon1F_Hiker_1_Geodude_1,MtMoon1F,MtMoon1F,Geodude,Tackle,Badge_2,,10
MtMoon1F_Hiker_1,MtMoon1F_Hiker_1_Geodude_1,MtMoon1F,MtMoon1F,Geodude,Defense Curl,Badge_2,,10
MtMoon1F_Hiker_1,MtMoon1F_Hiker_1_Geodude_2,MtMoon1F,MtMoon1F,Geodude,Tackle,Badge_2,,10
MtMoon1F_Hiker_1,MtMoon1F_Hiker_1_Geodude_2,MtMoon1F,MtMoon1F,Geodude,Defense Curl,Badge_2,,10
MtMoon1F_Hiker_1,MtMoon1F_Hiker_1_Onix_3,MtMoon1F,MtMoon1F,Onix,Tackle,Badge_2,,10
MtMoon1F_Hiker_1,MtMoon1F_Hiker_1_Onix_3,MtMoon1F,MtMoon1F,Onix,Screech,Badge_2,,10
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Sandshrew_1,MtMoonB2F,MtMoonB2F,Sandshrew,Scratch,Badge_2,,11
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Sandshrew_1,MtMoonB2F,MtMoonB2F,Sandshrew,Poison Sting,Badge_2,,11
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Sandshrew_1,MtMoonB2F,MtMoonB2F,Sandshrew,Fury Swipes,Badge_2,,11
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Sandshrew_1,MtMoonB2F,MtMoonB2F,Sandshrew,Sand Attack,Badge_2,,11
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Rattata_2,MtMoonB2F,MtMoonB2F,Rattata,Tackle,Badge_2,,11
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Rattata_2,MtMoonB2F,MtMoonB2F,Rattata,Tail Whip,Badge_2,,11
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Rattata_2,MtMoonB2F,MtMoonB2F,Rattata,Quick Attack,Badge_2,,11
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Rattata_2,MtMoonB2F,MtMoonB2F,Rattata,Bite,Badge_2,,11
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Zubat_3,MtMoonB2F,MtMoonB2F,Zubat,Leech Life,Badge_2,,11
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Zubat_3,MtMoonB2F,MtMoonB2F,Zubat,Supersonic,Badge_2,,11
MtMoonB2F_Rocket_1,MtMoonB2F_Rocket_1_Zubat_3,MtMoonB2F,MtMoonB2F,Zubat,Gust,Badge_2,,11
MtMoonB2F_Rocket_2,MtMoonB2F_Rocket_2_Zubat_1,MtMoonB2F,MtMoonB2F,Zubat,Leech Life,Badge_2,,12
MtMoonB2F_Rocket_2,MtMoonB2F_Rocket_2_Zubat_1,MtMoonB2F,MtMoonB2F,Zubat,Supersonic,Badge_2,,12
MtMoonB2F_Rocket_2,MtMoonB2F_Rocket_2_Zubat_1,MtMoonB2F,MtMoonB2F,Zubat,Gust,Badge_2,,12
MtMoonB2F_Rocket_2,MtMoonB2F_Rocket_2_Zubat_1,MtMoonB2F,MtMoonB2F,Zubat,Bite,Badge_2,,12
MtMoonB2F_Rocket_2,MtMoonB2F_Rocket_2_Ekans_2,MtMoonB2F,MtMoonB2F,Ekans,Leer,Badge_2,,12
MtMoonB2F_Rocket_2,MtMoonB2F_Rocket_2_Ekans_2,MtMoonB2F,MtMoonB2F,Ekans,Poison Sting,Badge_2,,12
MtMoonB2F_Rocket_2,MtMoonB2F_Rocket_2_Ekans_2,MtMoonB2F,MtMoonB2F,Ekans,Bite,Badge_2,,12
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Parasect_1,MtMoonB2F,MtMoonB2F,Parasect,Poisonpowder,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Parasect_1,MtMoonB2F,MtMoonB2F,Parasect,Spore,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Parasect_1,MtMoonB2F,MtMoonB2F,Parasect,Mega Drain,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Parasect_1,MtMoonB2F,MtMoonB2F,Parasect,Slash,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Gloom_2,MtMoonB2F,MtMoonB2F,Gloom,Absorb,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Gloom_2,MtMoonB2F,MtMoonB2F,Gloom,Acid,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Gloom_2,MtMoonB2F,MtMoonB2F,Gloom,Mega Drain,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Gloom_2,MtMoonB2F,MtMoonB2F,Gloom,Sleep Powder,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Parasect_2,MtMoonB2F,MtMoonB2F,Parasect,Poisonpowder,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Parasect_2,MtMoonB2F,MtMoonB2F,Parasect,Spore,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Parasect_2,MtMoonB2F,MtMoonB2F,Parasect,Mega Drain,Badge_2,,30
MtMoonB2F_Lass_1,MtMoonB2F_Lass_1_Parasect_2,MtMoonB2F,MtMoonB2F,Parasect,Slash,Badge_2,,30
CeruleanCity_Swimmer_1,CeruleanCity_Swimmer_1_Horsea_1,CeruleanCity,Route25,Horsea,Bubble,Badge_2,,16
CeruleanCity_Swimmer_1,CeruleanCity_Swimmer_1_Horsea_1,CeruleanCity,Route25,Horsea,Water Gun,Badge_2,,16
CeruleanCity_Swimmer_1,CeruleanCity_Swimmer_1_Horsea_1,CeruleanCity,Route25,Horsea,Smokescreen,Badge_2,,16
CeruleanCity_Swimmer_1,CeruleanCity_Swimmer_1_Magnemite_2,CeruleanCity,Route25,Magnemite,Tackle,Badge_2,,16
CeruleanCity_Swimmer_1,CeruleanCity_Swimmer_1_Magnemite_2,CeruleanCity,Route25,Magnemite,Thundershock,Badge_2,,16
CeruleanCity_Swimmer_1,CeruleanCity_Swimmer_1_Magnemite_2,CeruleanCity,Route25,Magnemite,Supersonic,Badge_2,,16
CeruleanCity_Swimmer_1,CeruleanCity_Swimmer_1_Magnemite_2,CeruleanCity,Route25,Magnemite,Sonicboom,Badge_2,,16
CeruleanCity_Jr_Trainer_1,CeruleanCity_Jr_Trainer_1_Seel_1,CeruleanCity,Route25,Seel,Headbutt,Badge_2,,19
CeruleanCity_Jr_Trainer_1,CeruleanCity_Jr_Trainer_1_Seel_1,CeruleanCity,Route25,Seel,Growl,Badge_2,,19
CeruleanCity_Jr_Trainer_1,CeruleanCity_Jr_Trainer_1_Seel_1,CeruleanCity,Route25,Seel,Water Gun,Badge_2,,19
CeruleanCity_Jr_Trainer_1,CeruleanCity_Jr_Trainer_1_Seel_1,CeruleanCity,Route25,Seel,Aurora Beam,Badge_2,,19
CeruleanCity_Bug_Catcher_1,CeruleanCity_Bug_Catcher_1_Butterfree_1,CeruleanCity,Route25,Butterfree,String Shot,Badge_2,,13
CeruleanCity_Bug_Catcher_1,CeruleanCity_Bug_Catcher_1_Butterfree_1,CeruleanCity,Route25,Butterfree,Confusion,Badge_2,,13
CeruleanCity_Bug_Catcher_1,CeruleanCity_Bug_Catcher_1_Butterfree_1,CeruleanCity,Route25,Butterfree,Leech Life,Badge_2,,13
CeruleanCity_Bug_Catcher_1,CeruleanCity_Bug_Catcher_1_Butterfree_1,CeruleanCity,Route25,Butterfree,Poisonpowder,Badge_2,,13
CeruleanCity_Bug_Catcher_1,CeruleanCity_Bug_Catcher_1_Beedrill_2,CeruleanCity,Route25,Beedrill,Harden,Badge_2,,13
CeruleanCity_Bug_Catcher_1,CeruleanCity_Bug_Catcher_1_Beedrill_2,CeruleanCity,Route25,Beedrill,Poison Sting,Badge_2,,13
CeruleanCity_Bug_Catcher_1,CeruleanCity_Bug_Catcher_1_Beedrill_2,CeruleanCity,Route25,Beedrill,Pin Missile,Badge_2,,13
CeruleanCity_Bug_Catcher_1,CeruleanCity_Bug_Catcher_1_Beedrill_2,CeruleanCity,Route25,Beedrill,Rage,Badge_2,,13
CeruleanCity_Lass_1,CeruleanCity_Lass_1_Jigglypuff_1,CeruleanCity,Route25,Jigglypuff,Sing,Badge_2,,15
CeruleanCity_Lass_1,CeruleanCity_Lass_1_Jigglypuff_1,CeruleanCity,Route25,Jigglypuff,Pound,Badge_2,,15
CeruleanCity_Lass_1,CeruleanCity_Lass_1_Jigglypuff_1,CeruleanCity,Route25,Jigglypuff,Defense Curl,Badge_2,,15
CeruleanCity_Lass_1,CeruleanCity_Lass_1_Jigglypuff_1,CeruleanCity,Route25,Jigglypuff,Disable,Badge_2,,15
CeruleanCity_Lass_1,CeruleanCity_Lass_1_Oddish_2,CeruleanCity,Route25,Oddish,Tackle,Badge_2,,15
CeruleanCity_Lass_1,CeruleanCity_Lass_1_Oddish_2,CeruleanCity,Route25,Oddish,Poisonpowder,Badge_2,,15
CeruleanCity_Lass_1,CeruleanCity_Lass_1_Oddish_2,CeruleanCity,Route25,Oddish,Leech Seed,Badge_2,,15
CeruleanCity_Lass_1,CeruleanCity_Lass_1_Oddish_2,CeruleanCity,Route25,Oddish,Absorb,Badge_2,,15
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Rattata_1,CeruleanCity,Route25,Rattata,Tail Whip,Badge_2,,14
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Rattata_1,CeruleanCity,Route25,Rattata,Quick Attack,Badge_2,,14
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Rattata_1,CeruleanCity,Route25,Rattata,Bite,Badge_2,,14
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Rattata_1,CeruleanCity,Route25,Rattata,Hyper Fang,Badge_2,,14
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Ekans_2,CeruleanCity,Route25,Ekans,Leer,Badge_2,,14
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Ekans_2,CeruleanCity,Route25,Ekans,Poison Sting,Badge_2,,14
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Ekans_2,CeruleanCity,Route25,Ekans,Bite,Badge_2,,14
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Zubat_3,CeruleanCity,Route25,Zubat,Leech Life,Badge_2,,14
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Zubat_3,CeruleanCity,Route25,Zubat,Supersonic,Badge_2,,14
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Zubat_3,CeruleanCity,Route25,Zubat,Gust,Badge_2,,14
CeruleanCity_Youngster_1,CeruleanCity_Youngster_1_Zubat_3,CeruleanCity,Route25,Zubat,Bite,Badge_2,,14
CeruleanCity_Lass_2,CeruleanCity_Lass_2_Pidgey_1,CeruleanCity,Route25,Pidgey,Gust,Badge_2,,16
CeruleanCity_Lass_2,CeruleanCity_Lass_2_Pidgey_1,CeruleanCity,Route25,Pidgey,Sand Attack,Badge_2,,16
CeruleanCity_Lass_2,CeruleanCity_Lass_2_Pidgey_1,CeruleanCity,Route25,Pidgey,Quick Attack,Badge_2,,16
CeruleanCity_Lass_2,CeruleanCity_Lass_2_Nidoran_f_2,CeruleanCity,Route25,Nidoran_f,Tackle,Badge_2,,16
CeruleanCity_Lass_2,CeruleanCity_Lass_2_Nidoran_f_2,CeruleanCity,Route25,Nidoran_f,Poison Sting,Badge_2,,16
CeruleanCity_Lass_2,CeruleanCity_Lass_2_Nidoran_f_2,CeruleanCity,Route25,Nidoran_f,Bite,Badge_2,,16
CeruleanCity_Lass_2,CeruleanCity_Lass_2_Nidoran_f_2,CeruleanCity,Route25,Nidoran_f,Double Kick,Badge_2,,16
CeruleanCity_Jr_Trainer_1,CeruleanCity_Jr_Trainer_1_Mankey_1,CeruleanCity,Route25,Mankey,Scratch,Badge_2,,18
CeruleanCity_Jr_Trainer_1,CeruleanCity_Jr_Trainer_1_Mankey_1,CeruleanCity,Route25,Mankey,Leer,Badge_2,,18
CeruleanCity_Jr_Trainer_1,CeruleanCity_Jr_Trainer_1_Mankey_1,CeruleanCity,Route25,Mankey,Low Kick,Badge_2,,18
CeruleanCity_Jr_Trainer_1,CeruleanCity_Jr_Trainer_1_Mankey_1,CeruleanCity,Route25,Mankey,Fury Swipes,Badge_2,,18
CeruleanCity_Nugget_Rocket,CeruleanCity_Nugget_Rocket_Ekans_1,CeruleanCity,Route25,Ekans,Leer,Badge_2,,15
CeruleanCity_Nugget_Rocket,CeruleanCity_Nugget_Rocket_Ekans_1,CeruleanCity,Route25,Ekans,Poison Sting,Badge_2,,15
CeruleanCity_Nugget_Rocket,CeruleanCity_Nugget_Rocket_Ekans_1,CeruleanCity,Route25,Ekans,Bite,Badge_2,,15
CeruleanCity_Nugget_Rocket,CeruleanCity_Nugget_Rocket_Ekans_1,CeruleanCity,Route25,Ekans,Acid,Badge_2,,15
CeruleanCity_Nugget_Rocket,CeruleanCity_Nugget_Rocket_Zubat_2,CeruleanCity,Route25,Zubat,Leech Life,Badge_2,,15
CeruleanCity_Nugget_Rocket,CeruleanCity_Nugget_Rocket_Zubat_2,CeruleanCity,Route25,Zubat,Supersonic,Badge_2,,15
CeruleanCity_Nugget_Rocket,CeruleanCity_Nugget_Rocket_Zubat_2,CeruleanCity,Route25,Zubat,Gust,Badge_2,,15
CeruleanCity_Nugget_Rocket,CeruleanCity_Nugget_Rocket_Zubat_2,CeruleanCity,Route25,Zubat,Bite,Badge_2,,15
CeruleanCity_Jr_Trainer_2,CeruleanCity_Jr_Trainer_2_Jigglypuff_1,CeruleanCity,Route25,Jigglypuff,Sing,Badge_2,,15
CeruleanCity_Jr_Trainer_2,CeruleanCity_Jr_Trainer_2_Jigglypuff_1,CeruleanCity,Route25,Jigglypuff,Pound,Badge_2,,15
CeruleanCity_Jr_Trainer_2,CeruleanCity_Jr_Trainer_2_Jigglypuff_1,CeruleanCity,Route25,Jigglypuff,Defense Curl,Badge_2,,15
CeruleanCity_Jr_Trainer_2,CeruleanCity_Jr_Trainer_2_Jigglypuff_1,CeruleanCity,Route25,Jigglypuff,Disable,Badge_2,,15
CeruleanCity_Jr_Trainer_2,CeruleanCity_Jr_Trainer_2_Psyduck_2,CeruleanCity,Route25,Psyduck,Scratch,Badge_2,,15
CeruleanCity_Jr_Trainer_2,CeruleanCity_Jr_Trainer_2_Psyduck_2,CeruleanCity,Route25,Psyduck,Disable,Badge_2,,15
