map,item_const,source_type,x,y,quantity,price,currency,notes
CINNABAR_MART,ESCAPE_ROPE,mart,,,unlimited,550,money,CinnabarMartClerkText
CINNABAR_MART,FULL_HEAL,mart,,,unlimited,600,money,CinnabarMartClerkText
CINNABAR_MART,HYPER_POTION,mart,,,unlimited,1200,money,CinnabarMartClerkText
CINNABAR_MART,MAX_REPEL,mart,,,unlimited,700,money,CinnabarMartClerkText
CINNABAR_MART,REVIVE,mart,,,unlimited,1500,money,CinnabarMartClerkText
CINNABAR_MART,TM_BUBBLEBEAM,mart,,,unlimited,2000,money,CinnabarMartClerkText
CINNABAR_MART,TM_DIG,mart,,,unlimited,2000,money,CinnabarMartClerkText
CINNABAR_MART,TM_METRONOME,mart,,,unlimited,4000,money,CinnabarMartClerkText
CINNABAR_MART,TM_MIMIC,mart,,,unlimited,2000,money,CinnabarMartClerkText
CINNABAR_MART,TM_PSYWAVE,mart,,,unlimited,4000,money,CinnabarMartClerkText
CINNABAR_MART,TM_SELFDESTRUCT,mart,,,unlimited,2000,money,CinnabarMartClerkText
CINNABAR_MART,TM_SKULL_BASH,mart,,,unlimited,4000,money,CinnabarMartClerkText
CINNABAR_MART,TM_TRI_ATTACK,mart,,,unlimited,4000,money,CinnabarMartClerkText
CINNABAR_MART,ULTRA_BALL,mart,,,unlimited,1200,money,CinnabarMartClerkText
COPYCATS_HOUSE_2F,NUGGET,hidden_item,1,1,1,,,
COPYCATS_HOUSE_2F,TM_MIMIC,npc_gift,,,1,,,CopycatsHouse2F.asm
FUCHSIA_GYM,TM_TOXIC,npc_gift,,,1,,,FuchsiaGym.asm
FUCHSIA_MART,FULL_HEAL,mart,,,unlimited,600,money,FuchsiaMartClerkText
FUCHSIA_MART,GREAT_BALL,mart,,,unlimited,600,money,FuchsiaMartClerkText
FUCHSIA_MART,HYPER_POTION,mart,,,unlimited,1200,money,FuchsiaMartClerkText
FUCHSIA_MART,REVIVE,mart,,,unlimited,1500,money,FuchsiaMartClerkText
FUCHSIA_MART,SUPER_POTION,mart,,,unlimited,500,money,FuchsiaMartClerkText
FUCHSIA_MART,SUPER_REPEL,mart,,,unlimited,500,money,FuchsiaMartClerkText
FUCHSIA_MART,ULTRA_BALL,mart,,,unlimited,1200,money,FuchsiaMartClerkText
GAME_CORNER_PRIZE_ROOM,TM_DRAGON_RAGE,prize_corner,,,unlimited,1000,coins,PrizeMenuTMs
GAME_CORNER_PRIZE_ROOM,TM_HYPER_BEAM,prize_corner,,,unlimited,5000,coins,PrizeMenuTMs
GAME_CORNER_PRIZE_ROOM,TM_SUBSTITUTE,prize_corner,,,unlimited,3000,coins,PrizeMenuTMs
INDIGO_PLATEAU_LOBBY,ELIXER,mart,,,unlimited,0,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,FULL_HEAL,mart,,,unlimited,600,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,FULL_RESTORE,mart,,,unlimited,3000,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,HYPER_POTION,mart,,,unlimited,1200,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,REVIVE,mart,,,unlimited,1500,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,TM_DREAM_EATER,mart,,,unlimited,2000,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,TM_FLAMETHROWER,mart,,,unlimited,4000,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,TM_ICE_BEAM,mart,,,unlimited,4000,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,TM_MEGA_DRAIN,mart,,,unlimited,5000,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,TM_ROCK_SLIDE,mart,,,unlimited,4000,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,TM_SOLARBEAM,mart,,,unlimited,5000,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,TM_SUBMISSION,mart,,,unlimited,3000,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,TM_THUNDERBOLT,mart,,,unlimited,2000,money,IndigoPlateauLobbyClerkText
INDIGO_PLATEAU_LOBBY,ULTRA_BALL,mart,,,unlimited,1200,money,IndigoPlateauLobbyClerkText
LAVENDER_MART,ESCAPE_ROPE,mart,,,unlimited,550,money,LavenderMartClerkText
LAVENDER_MART,FULL_HEAL,mart,,,unlimited,600,money,LavenderMartClerkText
LAVENDER_MART,GREAT_BALL,mart,,,unlimited,600,money,LavenderMartClerkText
LAVENDER_MART,POKE_BALL,mart,,,unlimited,200,money,LavenderMartClerkText
LAVENDER_MART,POTION,mart,,,unlimited,200,money,LavenderMartClerkText
LAVENDER_MART,REVIVE,mart,,,unlimited,1500,money,LavenderMartClerkText
LAVENDER_MART,SUPER_POTION,mart,,,unlimited,500,money,LavenderMartClerkText
LAVENDER_MART,SUPER_REPEL,mart,,,unlimited,500,money,LavenderMartClerkText
MR_FUJIS_HOUSE,POKE_FLUTE,npc_gift,,,1,,,MrFujisHouse.asm
MR_PSYCHICS_HOUSE,TM_PSYCHIC_M,npc_gift,,,1,,,MrPsychicsHouse.asm
MT_MOON_1F,ESCAPE_ROPE,item_ball,36,23,1,,,
MT_MOON_1F,MOON_STONE,item_ball,2,2,1,,,
MT_MOON_1F,POTION,item_ball,2,20,1,,,
MT_MOON_1F,POTION,item_ball,20,33,1,,,
MT_MOON_1F,RARE_CANDY,item_ball,35,31,1,,,
MT_MOON_1F,TM_WATER_GUN,item_ball,5,32,1,,,
MT_MOON_B2F,ETHER,hidden_item,33,9,1,,,
MT_MOON_B2F,MOON_STONE,hidden_item,18,12,1,,,
MT_MOON_B2F,HP_UP,item_ball,25,21,1,,,
MT_MOON_B2F,TM_MEGA_PUNCH,item_ball,29,5,1,,,
MT_MOON_B2F,DOME_FOSSIL,npc_gift,,,1,,,MtMoonB2F.asm
MT_MOON_B2F,HELIX_FOSSIL,npc_gift,,,1,,,MtMoonB2F.asm
MUSEUM_1F,OLD_AMBER,npc_gift,,,1,,,Museum1F_2.asm
OAKS_LAB,POKE_BALL,npc_gift,,,5,,,OaksLab.asm
PEWTER_GYM,TM_BIDE,npc_gift,,,1,,,PewterGym.asm
PEWTER_MART,ANTIDOTE,mart,,,unlimited,100,money,PewterMartClerkText
PEWTER_MART,AWAKENING,mart,,,unlimited,200,money,PewterMartClerkText
PEWTER_MART,ESCAPE_ROPE,mart,,,unlimited,550,money,PewterMartClerkText
PEWTER_MART,PARLYZ_HEAL,mart,,,unlimited,200,money,PewterMartClerkText
PEWTER_MART,POKE_BALL,mart,,,unlimited,200,money,PewterMartClerkText
PEWTER_MART,POTION,mart,,,unlimited,200,money,PewterMartClerkText
PEWTER_MART,REPEL,mart,,,unlimited,10,money,PewterMartClerkText
POKEMON_FAN_CLUB,BIKE_VOUCHER,npc_gift,,,1,,,PokemonFanClub.asm
POKEMON_MANSION_1F,MOON_STONE,hidden_item,8,16,1,,,
POKEMON_MANSION_1F,CARBOS,item_ball,18,21,1,,,
POKEMON_MANSION_1F,ESCAPE_ROPE,item_ball,14,3,1,,,
POKEMON_MANSION_2F,CALCIUM,item_ball,28,7,1,,,
POKEMON_MANSION_3F,MAX_REVIVE,hidden_item,1,9,1,,,
POKEMON_MANSION_3F,IRON,item_ball,25,5,1,,,
POKEMON_MANSION_3F,MAX_POTION,item_ball,1,16,1,,,
POKEMON_MANSION_B1F,RARE_CANDY,hidden_item,1,9,1,,,
POKEMON_MANSION_B1F,FULL_RESTORE,item_ball,1,22,1,,,
POKEMON_MANSION_B1F,RARE_CANDY,item_ball,10,2,1,,,
POKEMON_MANSION_B1F,SECRET_KEY,item_ball,5,13,1,,,
POKEMON_MANSION_B1F,TM_BLIZZARD,item_ball,19,25,1,,,
POKEMON_MANSION_B1F,TM_SOLARBEAM,item_ball,5,4,1,,,
POKEMON_TOWER_3F,ESCAPE_ROPE,item_ball,12,1,1,,,
POKEMON_TOWER_4F,AWAKENING,item_ball,9,10,1,,,
POKEMON_TOWER_4F,ELIXER,item_ball,12,10,1,,,
POKEMON_TOWER_4F,HP_UP,item_ball,12,16,1,,,
POKEMON_TOWER_5F,ELIXER,hidden_item,4,12,1,,,
POKEMON_TOWER_5F,NUGGET,item_ball,6,14,1,,,
POKEMON_TOWER_6F,RARE_CANDY,item_ball,6,8,1,,,
POKEMON_TOWER_6F,X_ACCURACY,item_ball,14,14,1,,,
POWER_PLANT,MAX_ELIXER,hidden_item,17,16,1,,,
POWER_PLANT,PP_UP,hidden_item,12,1,1,,,
POWER_PLANT,CARBOS,item_ball,7,25,1,,,
POWER_PLANT,RARE_CANDY,item_ball,34,3,1,,,
POWER_PLANT,TM_REFLECT,item_ball,20,32,1,,,
POWER_PLANT,TM_THUNDER,item_ball,26,32,1,,,
RIVALS_HOUSE,TOWN_MAP,npc_gift,,,1,,,BluesHouse.asm
ROCKET_HIDEOUT_B1F,PP_UP,hidden_item,21,15,1,,,
ROCKET_HIDEOUT_B1F,ESCAPE_ROPE,item_ball,11,14,1,,,
ROCKET_HIDEOUT_B1F,HYPER_POTION,item_ball,9,17,1,,,
ROCKET_HIDEOUT_B2F,MOON_STONE,item_ball,1,11,1,,,
ROCKET_HIDEOUT_B2F,NUGGET,item_ball,16,8,1,,,
ROCKET_HIDEOUT_B2F,SUPER_POTION,item_ball,3,21,1,,,
ROCKET_HIDEOUT_B2F,TM_HORN_DRILL,item_ball,6,12,1,,,
ROCKET_HIDEOUT_B3F,NUGGET,hidden_item,27,17,1,,,
ROCKET_HIDEOUT_B3F,RARE_CANDY,item_ball,20,14,1,,,
ROCKET_HIDEOUT_B3F,TM_DOUBLE_EDGE,item_ball,26,17,1,,,
ROCKET_HIDEOUT_B4F,SUPER_POTION,hidden_item,25,1,1,,,
ROCKET_HIDEOUT_B4F,HP_UP,item_ball,10,12,1,,,
ROCKET_HIDEOUT_B4F,IRON,item_ball,12,20,1,,,
ROCKET_HIDEOUT_B4F,LIFT_KEY,item_ball,10,2,1,,,
ROCKET_HIDEOUT_B4F,SILPH_SCOPE,item_ball,25,2,1,,,
ROCKET_HIDEOUT_B4F,TM_FLAMETHROWER,item_ball,9,4,1,,,
ROUTE_1,POTION,npc_gift,,,1,,,Route1_2.asm
ROUTE_10,MAX_ETHER,hidden_item,16,53,1,,,
ROUTE_10,SUPER_POTION,hidden_item,9,17,1,,,
ROUTE_11,ESCAPE_ROPE,hidden_item,48,5,1,,,
ROUTE_12,HYPER_POTION,hidden_item,2,63,1,,,
ROUTE_12,IRON,item_ball,5,89,1,,,
ROUTE_12,TM_PAY_DAY,item_ball,14,35,1,,,
ROUTE_12_GATE_2F,TM_SWIFT,npc_gift,,,1,,,Route12Gate2F.asm
ROUTE_12_SUPER_ROD_HOUSE,SUPER_ROD,npc_gift,,,1,,,Route12SuperRodHouse.asm
ROUTE_13,CALCIUM,hidden_item,16,13,1,,,
ROUTE_13,PP_UP,hidden_item,1,14,1,,,
ROUTE_15,TM_RAGE,item_ball,18,5,1,,,
ROUTE_15_GATE_2F,EXP_ALL,npc_gift,,,1,,,Route15Gate2F.asm
ROUTE_16_FLY_HOUSE,HM_FLY,npc_gift,,,1,,,Route16FlyHouse.asm
ROUTE_17,FULL_RESTORE,hidden_item,8,45,1,,,
ROUTE_17,MAX_ELIXER,hidden_item,8,121,1,,,
ROUTE_17,MAX_REVIVE,hidden_item,4,91,1,,,
ROUTE_17,PP_UP,hidden_item,17,72,1,,,
ROUTE_17,RARE_CANDY,hidden_item,15,14,1,,,
ROUTE_2,HP_UP,item_ball,13,45,1,,,
ROUTE_2,MOON_STONE,item_ball,13,54,1,,,
ROUTE_23,FULL_RESTORE,hidden_item,9,44,1,,,
ROUTE_23,MAX_ETHER,hidden_item,8,90,1,,,
ROUTE_23,ULTRA_BALL,hidden_item,19,70,1,,,
ROUTE_24,TM_THUNDER_WAVE,item_ball,10,5,1,,,
ROUTE_24,NUGGET,npc_gift,,,1,,,Route24.asm
ROUTE_25,ELIXER,hidden_item,10,1,1,,,
ROUTE_25,ETHER,hidden_item,38,3,1,,,
ROUTE_25,TM_SEISMIC_TOSS,item_ball,22,2,1,,,
ROUTE_4,GREAT_BALL,hidden_item,40,3,1,,,
ROUTE_4,TM_RAZOR_WIND,item_ball,57,3,1,,,
ROUTE_9,ETHER,hidden_item,14,7,1,,,
ROUTE_9,TM_TELEPORT,item_ball,10,15,1,,,
SAFARI_ZONE_CENTER,NUGGET,item_ball,14,10,1,,,
SAFARI_ZONE_EAST,CARBOS,item_ball,20,13,1,,,
SAFARI_ZONE_EAST,FULL_RESTORE,item_ball,21,10,1,,,
SAFARI_ZONE_EAST,MAX_POTION,item_ball,3,7,1,,,
SAFARI_ZONE_EAST,TM_EGG_BOMB,item_ball,15,12,1,,,
SAFARI_ZONE_GATE,NUGGET,hidden_item,10,1,1,,,
SAFARI_ZONE_NORTH,PROTEIN,item_ball,25,1,1,,,
SAFARI_ZONE_NORTH,TM_SKULL_BASH,item_ball,19,7,1,,,
SAFARI_ZONE_SECRET_HOUSE,HM_SURF,npc_gift,,,1,,,SafariZoneSecretHouse.asm
SAFARI_ZONE_WEST,REVIVE,hidden_item,6,5,1,,,
SAFARI_ZONE_WEST,GOLD_TEETH,item_ball,19,7,1,,,
SAFARI_ZONE_WEST,MAX_POTION,item_ball,8,20,1,,,
SAFARI_ZONE_WEST,MAX_REVIVE,item_ball,18,18,1,,,
SAFARI_ZONE_WEST,TM_DOUBLE_TEAM,item_ball,9,7,1,,,
SAFFRON_GYM,TM_PSYWAVE,npc_gift,,,1,,,SaffronGym.asm
SAFFRON_MART,ESCAPE_ROPE,mart,,,unlimited,550,money,SaffronMartClerkText
SAFFRON_MART,ETHER,mart,,,unlimited,0,money,SaffronMartClerkText
SAFFRON_MART,FULL_HEAL,mart,,,unlimited,600,money,SaffronMartClerkText
SAFFRON_MART,GREAT_BALL,mart,,,unlimited,600,money,SaffronMartClerkText
SAFFRON_MART,HYPER_POTION,mart,,,unlimited,1200,money,SaffronMartClerkText
SAFFRON_MART,REVIVE,mart,,,unlimited,1500,money,SaffronMartClerkText
SAFFRON_MART,SUPER_POTION,mart,,,unlimited,500,money,SaffronMartClerkText
SAFFRON_MART,SUPER_REPEL,mart,,,unlimited,500,money,SaffronMartClerkText
SAFFRON_MART,ULTRA_BALL,mart,,,unlimited,1200,money,SaffronMartClerkText
SEAFOAM_ISLANDS_B2F,NUGGET,hidden_item,15,15,1,,,
SEAFOAM_ISLANDS_B3F,MAX_ELIXER,hidden_item,9,16,1,,,
SEAFOAM_ISLANDS_B4F,ULTRA_BALL,hidden_item,25,17,1,,,
SILPH_CO_10F,CARBOS,item_ball,5,11,1,,,
SILPH_CO_10F,RARE_CANDY,item_ball,4,14,1,,,
SILPH_CO_10F,TM_EARTHQUAKE,item_ball,2,12,1,,,
SILPH_CO_11F,MASTER_BALL,npc_gift,,,1,,,SilphCo11F.asm
SILPH_CO_2F,TM_SELFDESTRUCT,npc_gift,,,1,,,SilphCo2F.asm
SILPH_CO_3F,HYPER_POTION,item_ball,8,5,1,,,
SILPH_CO_4F,ESCAPE_ROPE,item_ball,5,8,1,,,
SILPH_CO_4F,FULL_HEAL,item_ball,3,9,1,,,
SILPH_CO_4F,MAX_REVIVE,item_ball,4,7,1,,,
SILPH_CO_5F,ELIXER,hidden_item,12,3,1,,,
SILPH_CO_5F,CARD_KEY,item_ball,21,16,1,,,
SILPH_CO_5F,PROTEIN,item_ball,4,6,1,,,
SILPH_CO_5F,TM_TAKE_DOWN,item_ball,2,13,1,,,
SILPH_CO_6F,HP_UP,item_ball,3,12,1,,,
SILPH_CO_6F,X_ACCURACY,item_ball,2,15,1,,,
SILPH_CO_7F,CALCIUM,item_ball,1,9,1,,,
SILPH_CO_7F,TM_SWORDS_DANCE,item_ball,24,11,1,,,
SILPH_CO_9F,MAX_POTION,hidden_item,2,15,1,,,
SS_ANNE_1F_ROOMS,TM_BODY_SLAM,item_ball,12,15,1,,,
SS_ANNE_2F_ROOMS,MAX_ETHER,item_ball,12,1,1,,,
SS_ANNE_2F_ROOMS,RARE_CANDY,item_ball,0,12,1,,,
SS_ANNE_B1F_ROOMS,HYPER_POTION,hidden_item,3,1,1,,,
SS_ANNE_B1F_ROOMS,ETHER,item_ball,20,2,1,,,
SS_ANNE_B1F_ROOMS,MAX_POTION,item_ball,12,11,1,,,
SS_ANNE_B1F_ROOMS,TM_REST,item_ball,10,2,1,,,
SS_ANNE_CAPTAINS_ROOM,HM_CUT,npc_gift,,,1,,,SSAnneCaptainsRoom.asm
SS_ANNE_KITCHEN,GREAT_BALL,hidden_item,13,9,1,,,
UNDERGROUND_PATH_NORTH_SOUTH,FULL_RESTORE,hidden_item,3,4,1,,,
UNDERGROUND_PATH_NORTH_SOUTH,X_SPECIAL,hidden_item,4,34,1,,,
UNDERGROUND_PATH_WEST_EAST,ELIXER,hidden_item,21,5,1,,,
UNDERGROUND_PATH_WEST_EAST,NUGGET,hidden_item,12,2,1,,,
VERMILION_CITY,MAX_ETHER,hidden_item,14,11,1,,,
VERMILION_GYM,TM_THUNDERBOLT,npc_gift,,,1,,,VermilionGym.asm
VERMILION_MART,ANTIDOTE,mart,,,unlimited,100,money,VermilionMartClerkText
VERMILION_MART,AWAKENING,mart,,,unlimited,200,money,VermilionMartClerkText
VERMILION_MART,BURN_HEAL,mart,,,unlimited,250,money,VermilionMartClerkText
VERMILION_MART,GREAT_BALL,mart,,,unlimited,600,money,VermilionMartClerkText
VERMILION_MART,PARLYZ_HEAL,mart,,,unlimited,200,money,VermilionMartClerkText
VERMILION_MART,POKE_BALL,mart,,,unlimited,200,money,VermilionMartClerkText
VERMILION_MART,POTION,mart,,,unlimited,200,money,VermilionMartClerkText
VERMILION_MART,REPEL,mart,,,unlimited,10,money,VermilionMartClerkText
VERMILION_MART,REVIVE,mart,,,unlimited,1500,money,VermilionMartClerkText
VERMILION_MART,SUPER_POTION,mart,,,unlimited,500,money,VermilionMartClerkText
VERMILION_OLD_ROD_HOUSE,GOOD_ROD,npc_gift,,,1,,,VermilionOldRodHouse.asm
VICTORY_ROAD_1F,RARE_CANDY,item_ball,9,2,1,,,
VICTORY_ROAD_1F,TM_SKY_ATTACK,item_ball,11,0,1,,,
VICTORY_ROAD_2F,FULL_RESTORE,hidden_item,26,7,1,,,
VICTORY_ROAD_2F,ULTRA_BALL,hidden_item,5,2,1,,,
VICTORY_ROAD_2F,FULL_HEAL,item_ball,18,9,1,,,
VICTORY_ROAD_2F,GUARD_SPEC,item_ball,11,0,1,,,
VICTORY_ROAD_2F,TM_MEGA_KICK,item_ball,9,11,1,,,
VICTORY_ROAD_2F,TM_SUBMISSION,item_ball,27,5,1,,,
VICTORY_ROAD_3F,MAX_REVIVE,item_ball,26,5,1,,,
VICTORY_ROAD_3F,TM_EXPLOSION,item_ball,7,7,1,,,
VIRIDIAN_CITY,POTION,hidden_item,14,4,1,,,
VIRIDIAN_CITY,TM_DREAM_EATER,npc_gift,,,1,,,ViridianCity_2.asm
VIRIDIAN_FOREST,ANTIDOTE,hidden_item,16,42,1,,,
VIRIDIAN_FOREST,POTION,hidden_item,1,18,1,,,
VIRIDIAN_FOREST,POKE_BALL,item_ball,1,31,1,,,
VIRIDIAN_FOREST,POTION,item_ball,25,11,1,,,
VIRIDIAN_FOREST,POTION,item_ball,12,29,1,,,
VIRIDIAN_GYM,REVIVE,item_ball,16,9,1,,,
VIRIDIAN_GYM,TM_FISSURE,npc_gift,,,1,,,ViridianGym.asm
VIRIDIAN_MART,ANTIDOTE,mart,,,unlimited,100,money,ViridianMartClerkText
VIRIDIAN_MART,PARLYZ_HEAL,mart,,,unlimited,200,money,ViridianMartClerkText
VIRIDIAN_MART,POKE_BALL,mart,,,unlimited,200,money,ViridianMartClerkText
VIRIDIAN_MART,POTION,mart,,,unlimited,200,money,ViridianMartClerkText
VIRIDIAN_MART,OAKS_PARCEL,npc_gift,,,1,,,ViridianMart.asm
VIRIDIAN_MART,OLD_ROD,npc_gift,,,1,,,ViridianMart.asm
WARDENS_HOUSE,RARE_CANDY,item_ball,8,3,1,,,
WARDENS_HOUSE,HM_STRENGTH,npc_gift,,,1,,,WardensHouse.asm
