trainer,pkmn_id,map,nearest_route,pokemon,moves,game_stage,pkmn_level
Lt._Surge_Rematch,Lt._Surge_Rematch_Electrode_1,Rematches,Rematches,Electrode,Explosion,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Electrode_1,Rematches,Rematches,Electrode,Thunder,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Exeggutor_2,Rematches,Rematches,Exeggutor,Thunder Wave,Rematches,65
Lt._Surge_Rematch,Lt._Surge_Rematch_Exeggutor_2,Rematches,Rematches,Exeggutor,Tri Attack,Rematches,65
Lt._Surge_Rematch,Lt._Surge_Rematch_Exeggutor_2,Rematches,Rematches,Exeggutor,Reflect,Rematches,65
Lt._Surge_Rematch,Lt._Surge_Rematch_Exeggutor_2,Rematches,Rematches,Exeggutor,Thunder,Rematches,65
Lt._Surge_Rematch,Lt._Surge_Rematch_Flareon_3,Rematches,Rematches,Flareon,Headbutt,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Flareon_3,Rematches,Rematches,Flareon,Dig,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Flareon_3,Rematches,Rematches,Flareon,Thunder Wave,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Flareon_3,Rematches,Rematches,Flareon,Thunder,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Gyarados_4,Rematches,Rematches,Gyarados,Thunder,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Gyarados_4,Rematches,Rematches,Gyarados,Blizzard,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Gyarados_4,Rematches,Rematches,Gyarados,Recover,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Gyarados_4,Rematches,Rematches,Gyarados,Hyper Beam,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Parasect_5,Rematches,Rematches,Parasect,Ice Punch,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Parasect_5,Rematches,Rematches,Parasect,Light Screen,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Parasect_5,Rematches,Rematches,Parasect,Psychic,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Parasect_5,Rematches,Rematches,Parasect,Thunder,Rematches,64
Lt._Surge_Rematch,Lt._Surge_Rematch_Raichu_6,Rematches,Rematches,Raichu,Surf,Rematches,65
Lt._Surge_Rematch,Lt._Surge_Rematch_Raichu_6,Rematches,Rematches,Raichu,Cut,Rematches,65
Lt._Surge_Rematch,Lt._Surge_Rematch_Raichu_6,Rematches,Rematches,Raichu,Thunder,Rematches,65
Lt._Surge_Rematch,Lt._Surge_Rematch_Raichu_6,Rematches,Rematches,Raichu,Thunder Wave,Rematches,65
Erika_Rematch,Erika_Rematch_Tangela_1,Rematches,Rematches,Tangela,Mega Drain,Rematches,64
Erika_Rematch,Erika_Rematch_Tangela_1,Rematches,Rematches,Tangela,Body Slam,Rematches,64
Erika_Rematch,Erika_Rematch_Tangela_1,Rematches,Rematches,Tangela,Stun Spore,Rematches,64
Erika_Rematch,Erika_Rematch_Tangela_1,Rematches,Rematches,Tangela,Bind,Rematches,64
Erika_Rematch,Erika_Rematch_Venusaur_2,Rematches,Rematches,Venusaur,Sludge,Rematches,64
Erika_Rematch,Erika_Rematch_Venusaur_2,Rematches,Rematches,Venusaur,Leech Seed,Rematches,64
Erika_Rematch,Erika_Rematch_Venusaur_2,Rematches,Rematches,Venusaur,Sleep Powder,Rematches,64
Erika_Rematch,Erika_Rematch_Venusaur_2,Rematches,Rematches,Venusaur,Razor Leaf,Rematches,64
Erika_Rematch,Erika_Rematch_Parasect_3,Rematches,Rematches,Parasect,Leech Life,Rematches,64
Erika_Rematch,Erika_Rematch_Parasect_3,Rematches,Rematches,Parasect,Mega Drain,Rematches,64
Erika_Rematch,Erika_Rematch_Parasect_3,Rematches,Rematches,Parasect,Solarbeam,Rematches,64
Erika_Rematch,Erika_Rematch_Parasect_3,Rematches,Rematches,Parasect,Growth,Rematches,64
Erika_Rematch,Erika_Rematch_Exeggutor_4,Rematches,Rematches,Exeggutor,Mega Drain,Rematches,64
Erika_Rematch,Erika_Rematch_Exeggutor_4,Rematches,Rematches,Exeggutor,Substitute,Rematches,64
Erika_Rematch,Erika_Rematch_Exeggutor_4,Rematches,Rematches,Exeggutor,Psychic,Rematches,64
Erika_Rematch,Erika_Rematch_Exeggutor_4,Rematches,Rematches,Exeggutor,Sleep Powder,Rematches,64
Erika_Rematch,Erika_Rematch_Parasect_5,Rematches,Rematches,Parasect,Mega Drain,Rematches,65
Erika_Rematch,Erika_Rematch_Parasect_5,Rematches,Rematches,Parasect,Sludge,Rematches,65
Erika_Rematch,Erika_Rematch_Parasect_5,Rematches,Rematches,Parasect,Growth,Rematches,65
Erika_Rematch,Erika_Rematch_Parasect_5,Rematches,Rematches,Parasect,Sleep Powder,Rematches,65
Erika_Rematch,Erika_Rematch_Gloom_6,Rematches,Rematches,Gloom,Sleep Powder,Rematches,65
Erika_Rematch,Erika_Rematch_Gloom_6,Rematches,Rematches,Gloom,Leech Seed,Rematches,65
Erika_Rematch,Erika_Rematch_Gloom_6,Rematches,Rematches,Gloom,Substitute,Rematches,65
Erika_Rematch,Erika_Rematch_Gloom_6,Rematches,Rematches,Gloom,Mega Drain,Rematches,65
Koga_Rematch,Koga_Rematch_Golbat_1,Rematches,Rematches,Golbat,Fly,Rematches,64
Koga_Rematch,Koga_Rematch_Golbat_1,Rematches,Rematches,Golbat,Toxic,Rematches,64
Koga_Rematch,Koga_Rematch_Golbat_1,Rematches,Rematches,Golbat,Double Team,Rematches,64
Koga_Rematch,Koga_Rematch_Golbat_1,Rematches,Rematches,Golbat,Confuse Ray,Rematches,64
Koga_Rematch,Koga_Rematch_Muk_2,Rematches,Rematches,Muk,Sludge,Rematches,64
Koga_Rematch,Koga_Rematch_Muk_2,Rematches,Rematches,Muk,Toxic,Rematches,64
Koga_Rematch,Koga_Rematch_Muk_2,Rematches,Rematches,Muk,Mega Drain,Rematches,64
Koga_Rematch,Koga_Rematch_Muk_2,Rematches,Rematches,Muk,Minimize,Rematches,64
Koga_Rematch,Koga_Rematch_Tentacruel_3,Rematches,Rematches,Tentacruel,Surf,Rematches,64
Koga_Rematch,Koga_Rematch_Tentacruel_3,Rematches,Rematches,Tentacruel,Sludge,Rematches,64
Koga_Rematch,Koga_Rematch_Tentacruel_3,Rematches,Rematches,Tentacruel,Blizzard,Rematches,64
Koga_Rematch,Koga_Rematch_Tentacruel_3,Rematches,Rematches,Tentacruel,Reflect,Rematches,64
Koga_Rematch,Koga_Rematch_Weezing_4,Rematches,Rematches,Weezing,Amnesia,Rematches,65
Koga_Rematch,Koga_Rematch_Weezing_4,Rematches,Rematches,Weezing,Fire Blast,Rematches,65
Koga_Rematch,Koga_Rematch_Weezing_4,Rematches,Rematches,Weezing,Thunderbolt,Rematches,65
Koga_Rematch,Koga_Rematch_Weezing_4,Rematches,Rematches,Weezing,Sludge,Rematches,65
Koga_Rematch,Koga_Rematch_Arbok_5,Rematches,Rematches,Arbok,Glare,Rematches,64
Koga_Rematch,Koga_Rematch_Arbok_5,Rematches,Rematches,Arbok,Earthquake,Rematches,64
Koga_Rematch,Koga_Rematch_Arbok_5,Rematches,Rematches,Arbok,Rock Slide,Rematches,64
Koga_Rematch,Koga_Rematch_Arbok_5,Rematches,Rematches,Arbok,Wrap,Rematches,64
Koga_Rematch,Koga_Rematch_Gloom_6,Rematches,Rematches,Gloom,Double Team,Rematches,65
Koga_Rematch,Koga_Rematch_Gloom_6,Rematches,Rematches,Gloom,Sleep Powder,Rematches,65
Koga_Rematch,Koga_Rematch_Gloom_6,Rematches,Rematches,Gloom,Psychic,Rematches,65
Koga_Rematch,Koga_Rematch_Gloom_6,Rematches,Rematches,Gloom,Leech Life,Rematches,65
Sabrina_Rematch,Sabrina_Rematch_Gastly_1,Rematches,Rematches,Gastly,Thunderbolt,Rematches,65
Sabrina_Rematch,Sabrina_Rematch_Gastly_1,Rematches,Rematches,Gastly,Psychic,Rematches,65
Sabrina_Rematch,Sabrina_Rematch_Gastly_1,Rematches,Rematches,Gastly,Substitute,Rematches,65
Sabrina_Rematch,Sabrina_Rematch_Gastly_1,Rematches,Rematches,Gastly,Thunder Wave,Rematches,65
Sabrina_Rematch,Sabrina_Rematch_Drowzee_2,Rematches,Rematches,Drowzee,Substitute,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Drowzee_2,Rematches,Rematches,Drowzee,Psywave,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Drowzee_2,Rematches,Rematches,Drowzee,Hypnosis,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Drowzee_2,Rematches,Rematches,Drowzee,Dream Eater,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Slowbro_3,Rematches,Rematches,Slowbro,Surf,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Slowbro_3,Rematches,Rematches,Slowbro,Reflect,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Slowbro_3,Rematches,Rematches,Slowbro,Amnesia,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Slowbro_3,Rematches,Rematches,Slowbro,Psychic,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Jynx_4,Rematches,Rematches,Jynx,Lovely Kiss,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Jynx_4,Rematches,Rematches,Jynx,Dream Eater,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Jynx_4,Rematches,Rematches,Jynx,Bubblebeam,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Jynx_4,Rematches,Rematches,Jynx,Blizzard,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Gengar_5,Rematches,Rematches,Gengar,Psychic,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Gengar_5,Rematches,Rematches,Gengar,Night Shade,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Gengar_5,Rematches,Rematches,Gengar,Double Team,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Gengar_5,Rematches,Rematches,Gengar,Mega Drain,Rematches,64
Sabrina_Rematch,Sabrina_Rematch_Alakazam_6,Rematches,Rematches,Alakazam,Thunder Wave,Rematches,65
Sabrina_Rematch,Sabrina_Rematch_Alakazam_6,Rematches,Rematches,Alakazam,Recover,Rematches,65
Sabrina_Rematch,Sabrina_Rematch_Alakazam_6,Rematches,Rematches,Alakazam,Psychic,Rematches,65
Sabrina_Rematch,Sabrina_Rematch_Alakazam_6,Rematches,Rematches,Alakazam,Reflect,Rematches,65
Blaine_Rematch,Blaine_Rematch_Rapidash_1,Rematches,Rematches,Rapidash,Fire Spin,Rematches,64
Blaine_Rematch,Blaine_Rematch_Rapidash_1,Rematches,Rematches,Rapidash,Agility,Rematches,64
Blaine_Rematch,Blaine_Rematch_Rapidash_1,Rematches,Rematches,Rapidash,Solarbeam,Rematches,64
Blaine_Rematch,Blaine_Rematch_Rapidash_1,Rematches,Rematches,Rapidash,Horn Drill,Rematches,64
Blaine_Rematch,Blaine_Rematch_Flareon_2,Rematches,Rematches,Flareon,Double Edge,Rematches,64
Blaine_Rematch,Blaine_Rematch_Flareon_2,Rematches,Rematches,Flareon,Growth,Rematches,64
Blaine_Rematch,Blaine_Rematch_Flareon_2,Rematches,Rematches,Flareon,Fire Spin,Rematches,64
Blaine_Rematch,Blaine_Rematch_Flareon_2,Rematches,Rematches,Flareon,Dig,Rematches,64
Blaine_Rematch,Blaine_Rematch_Charizard_3,Rematches,Rematches,Charizard,Wing Attack,Rematches,64
Blaine_Rematch,Blaine_Rematch_Charizard_3,Rematches,Rematches,Charizard,Fire Blast,Rematches,64
Blaine_Rematch,Blaine_Rematch_Charizard_3,Rematches,Rematches,Charizard,Earthquake,Rematches,64
Blaine_Rematch,Blaine_Rematch_Charizard_3,Rematches,Rematches,Charizard,Swords Dance,Rematches,64
Blaine_Rematch,Blaine_Rematch_Exeggutor_4,Rematches,Rematches,Exeggutor,Reflect,Rematches,64
Blaine_Rematch,Blaine_Rematch_Exeggutor_4,Rematches,Rematches,Exeggutor,Confuse Ray,Rematches,64
Blaine_Rematch,Blaine_Rematch_Exeggutor_4,Rematches,Rematches,Exeggutor,Solarbeam,Rematches,64
Blaine_Rematch,Blaine_Rematch_Exeggutor_4,Rematches,Rematches,Exeggutor,Fire Spin,Rematches,64
Blaine_Rematch,Blaine_Rematch_Arcanine_5,Rematches,Rematches,Arcanine,Fire Blast,Rematches,65
Blaine_Rematch,Blaine_Rematch_Arcanine_5,Rematches,Rematches,Arcanine,Dig,Rematches,65
Blaine_Rematch,Blaine_Rematch_Arcanine_5,Rematches,Rematches,Arcanine,Double Edge,Rematches,65
Blaine_Rematch,Blaine_Rematch_Arcanine_5,Rematches,Rematches,Arcanine,Agility,Rematches,65
Blaine_Rematch,Blaine_Rematch_Magmar_6,Rematches,Rematches,Magmar,Thunderpunch,Rematches,65
Blaine_Rematch,Blaine_Rematch_Magmar_6,Rematches,Rematches,Magmar,Psychic,Rematches,65
Blaine_Rematch,Blaine_Rematch_Magmar_6,Rematches,Rematches,Magmar,Confuse Ray,Rematches,65
Blaine_Rematch,Blaine_Rematch_Magmar_6,Rematches,Rematches,Magmar,Fire Blast,Rematches,65
Lorelei_Rematch,Lorelei_Rematch_Wigglytuff_1,IndigoP,Route23,Wigglytuff,Rest,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Wigglytuff_1,IndigoP,Route23,Wigglytuff,Body Slam,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Wigglytuff_1,IndigoP,Route23,Wigglytuff,Lovely Kiss,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Wigglytuff_1,IndigoP,Route23,Wigglytuff,Blizzard,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Starmie_2,IndigoP,Route23,Starmie,Thunder Wave,Rematches,71
Lorelei_Rematch,Lorelei_Rematch_Starmie_2,IndigoP,Route23,Starmie,Psychic,Rematches,71
Lorelei_Rematch,Lorelei_Rematch_Starmie_2,IndigoP,Route23,Starmie,Thunder,Rematches,71
Lorelei_Rematch,Lorelei_Rematch_Starmie_2,IndigoP,Route23,Starmie,Surf,Rematches,71
Lorelei_Rematch,Lorelei_Rematch_Gyarados_3,IndigoP,Route23,Gyarados,Clamp,Rematches,71
Lorelei_Rematch,Lorelei_Rematch_Gyarados_3,IndigoP,Route23,Gyarados,Ice Beam,Rematches,71
Lorelei_Rematch,Lorelei_Rematch_Gyarados_3,IndigoP,Route23,Gyarados,Toxic,Rematches,71
Lorelei_Rematch,Lorelei_Rematch_Gyarados_3,IndigoP,Route23,Gyarados,Explosion,Rematches,71
Lorelei_Rematch,Lorelei_Rematch_Omastar_4,IndigoP,Route23,Omastar,Blizzard,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Omastar_4,IndigoP,Route23,Omastar,Rock Slide,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Omastar_4,IndigoP,Route23,Omastar,Horn Drill,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Omastar_4,IndigoP,Route23,Omastar,Hydro Pump,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Exeggutor_5,IndigoP,Route23,Exeggutor,Leech Seed,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Exeggutor_5,IndigoP,Route23,Exeggutor,Egg Bomb,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Exeggutor_5,IndigoP,Route23,Exeggutor,Psychic,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Exeggutor_5,IndigoP,Route23,Exeggutor,Sleep Powder,Rematches,70
Lorelei_Rematch,Lorelei_Rematch_Lapras_6,IndigoP,Route23,Lapras,Confuse Ray,Rematches,72
Lorelei_Rematch,Lorelei_Rematch_Lapras_6,IndigoP,Route23,Lapras,Psychic,Rematches,72
Lorelei_Rematch,Lorelei_Rematch_Lapras_6,IndigoP,Route23,Lapras,Surf,Rematches,72
Lorelei_Rematch,Lorelei_Rematch_Lapras_6,IndigoP,Route23,Lapras,Blizzard,Rematches,72
Bruno_Rematch,Bruno_Rematch_Clefable_1,IndigoP,Route23,Clefable,Softboiled,Rematches,71
Bruno_Rematch,Bruno_Rematch_Clefable_1,IndigoP,Route23,Clefable,Psychic,Rematches,71
Bruno_Rematch,Bruno_Rematch_Clefable_1,IndigoP,Route23,Clefable,Ice Beam,Rematches,71
Bruno_Rematch,Bruno_Rematch_Clefable_1,IndigoP,Route23,Clefable,Thunderbolt,Rematches,71
Bruno_Rematch,Bruno_Rematch_Muk_2,IndigoP,Route23,Muk,Sludge,Rematches,71
Bruno_Rematch,Bruno_Rematch_Muk_2,IndigoP,Route23,Muk,Minimize,Rematches,71
Bruno_Rematch,Bruno_Rematch_Muk_2,IndigoP,Route23,Muk,Body Slam,Rematches,71
Bruno_Rematch,Bruno_Rematch_Muk_2,IndigoP,Route23,Muk,Fire Blast,Rematches,71
Bruno_Rematch,Bruno_Rematch_Slowbro_3,IndigoP,Route23,Slowbro,Double Team,Rematches,70
Bruno_Rematch,Bruno_Rematch_Slowbro_3,IndigoP,Route23,Slowbro,Surf,Rematches,70
Bruno_Rematch,Bruno_Rematch_Slowbro_3,IndigoP,Route23,Slowbro,Amnesia,Rematches,70
Bruno_Rematch,Bruno_Rematch_Slowbro_3,IndigoP,Route23,Slowbro,Psychic,Rematches,70
Bruno_Rematch,Bruno_Rematch_Hitmonlee_4,IndigoP,Route23,Hitmonlee,Body Slam,Rematches,72
Bruno_Rematch,Bruno_Rematch_Hitmonlee_4,IndigoP,Route23,Hitmonlee,Double Team,Rematches,72
Bruno_Rematch,Bruno_Rematch_Hitmonlee_4,IndigoP,Route23,Hitmonlee,Hi Jump Kick,Rematches,72
Bruno_Rematch,Bruno_Rematch_Hitmonlee_4,IndigoP,Route23,Hitmonlee,Metronome,Rematches,72
Bruno_Rematch,Bruno_Rematch_Rhydon_5,IndigoP,Route23,Rhydon,Rock Slide,Rematches,72
Bruno_Rematch,Bruno_Rematch_Rhydon_5,IndigoP,Route23,Rhydon,Earthquake,Rematches,72
Bruno_Rematch,Bruno_Rematch_Rhydon_5,IndigoP,Route23,Rhydon,Body Slam,Rematches,72
Bruno_Rematch,Bruno_Rematch_Rhydon_5,IndigoP,Route23,Rhydon,Surf,Rematches,72
Bruno_Rematch,Bruno_Rematch_Arcanine_6,IndigoP,Route23,Arcanine,Earthquake,Rematches,73
Bruno_Rematch,Bruno_Rematch_Arcanine_6,IndigoP,Route23,Arcanine,Hyper Beam,Rematches,73
Bruno_Rematch,Bruno_Rematch_Arcanine_6,IndigoP,Route23,Arcanine,Rock Slide,Rematches,73
Bruno_Rematch,Bruno_Rematch_Arcanine_6,IndigoP,Route23,Arcanine,Karate Chop,Rematches,73
Agatha_Rematch,Agatha_Rematch_Jynx_1,IndigoP,Route23,Jynx,Psychic,Rematches,71
Agatha_Rematch,Agatha_Rematch_Jynx_1,IndigoP,Route23,Jynx,Lovely Kiss,Rematches,71
Agatha_Rematch,Agatha_Rematch_Jynx_1,IndigoP,Route23,Jynx,Reflect,Rematches,71
Agatha_Rematch,Agatha_Rematch_Jynx_1,IndigoP,Route23,Jynx,Blizzard,Rematches,71
Agatha_Rematch,Agatha_Rematch_Gyarados_2,IndigoP,Route23,Gyarados,Fire Blast,Rematches,71
Agatha_Rematch,Agatha_Rematch_Gyarados_2,IndigoP,Route23,Gyarados,Thunderbolt,Rematches,71
Agatha_Rematch,Agatha_Rematch_Gyarados_2,IndigoP,Route23,Gyarados,Surf,Rematches,71
Agatha_Rematch,Agatha_Rematch_Gyarados_2,IndigoP,Route23,Gyarados,Hyper Beam,Rematches,71
Agatha_Rematch,Agatha_Rematch_Alakazam_3,IndigoP,Route23,Alakazam,Thunder Wave,Rematches,72
Agatha_Rematch,Agatha_Rematch_Alakazam_3,IndigoP,Route23,Alakazam,Recover,Rematches,72
Agatha_Rematch,Agatha_Rematch_Alakazam_3,IndigoP,Route23,Alakazam,Psychic,Rematches,72
Agatha_Rematch,Agatha_Rematch_Alakazam_3,IndigoP,Route23,Alakazam,Substitute,Rematches,72
Agatha_Rematch,Agatha_Rematch_Venusaur_4,IndigoP,Route23,Venusaur,Sleep Powder,Rematches,71
Agatha_Rematch,Agatha_Rematch_Venusaur_4,IndigoP,Route23,Venusaur,Double Edge,Rematches,71
Agatha_Rematch,Agatha_Rematch_Venusaur_4,IndigoP,Route23,Venusaur,Leech Seed,Rematches,71
Agatha_Rematch,Agatha_Rematch_Venusaur_4,IndigoP,Route23,Venusaur,Solarbeam,Rematches,71
Agatha_Rematch,Agatha_Rematch_Arbok_5,IndigoP,Route23,Arbok,Glare,Rematches,72
Agatha_Rematch,Agatha_Rematch_Arbok_5,IndigoP,Route23,Arbok,Earthquake,Rematches,72
Agatha_Rematch,Agatha_Rematch_Arbok_5,IndigoP,Route23,Arbok,Sludge,Rematches,72
Agatha_Rematch,Agatha_Rematch_Arbok_5,IndigoP,Route23,Arbok,Wrap,Rematches,72
Agatha_Rematch,Agatha_Rematch_Gengar_6,IndigoP,Route23,Gengar,Confuse Ray,Rematches,73
Agatha_Rematch,Agatha_Rematch_Gengar_6,IndigoP,Route23,Gengar,Night Shade,Rematches,73
Agatha_Rematch,Agatha_Rematch_Gengar_6,IndigoP,Route23,Gengar,Explosion,Rematches,73
Agatha_Rematch,Agatha_Rematch_Gengar_6,IndigoP,Route23,Gengar,Thunderbolt,Rematches,73
Lance_Rematch,Lance_Rematch_Arcanine_1,IndigoP,Route23,Arcanine,Dragon Rage,Rematches,73
Lance_Rematch,Lance_Rematch_Arcanine_1,IndigoP,Route23,Arcanine,Fire Blast,Rematches,73
Lance_Rematch,Lance_Rematch_Arcanine_1,IndigoP,Route23,Arcanine,Hyper Beam,Rematches,73
Lance_Rematch,Lance_Rematch_Arcanine_1,IndigoP,Route23,Arcanine,Dig,Rematches,73
Lance_Rematch,Lance_Rematch_Parasect_2,IndigoP,Route23,Parasect,Thunder Wave,Rematches,73
Lance_Rematch,Lance_Rematch_Parasect_2,IndigoP,Route23,Parasect,Light Screen,Rematches,73
